property_id,property_url,address,street_name,city,state,postcode,latitude,longitude,price,bedroom_number,bathroom_number,price_per_unit,living_space,land_space,land_space_unit,land_space_sqft,property_type,property_status,RunDate,agency_name,is_owned_by_zillow
48604341,https://www.zillow.com/homedetails/12000-SW-Rose-Vista-Dr-Tigard-OR-97223/48604341_zpid/,"12000 SW Rose Vista Dr, Tigard, OR 97223",SW Rose Vista Dr,Tigard,OR,97223,45.41956,-122.80139,550000.0,4.0,2.0,320.88681446907816,1714.0,0.37,acres,16117.199999999999,Single_Family,PENDING,2022-04-24,John L. Scott/Woodstock,0
27669556,https://www.zillow.com/homedetails/1110-Fm-518-Rd-Kemah-TX-77565/27669556_zpid/,"1110 Fm 518 Rd, Kemah, TX 77565",Fm 518 Rd,Kemah,TX,77565,29.53086,-95.030975,550000.0,0.0,0.0,13.235076128157889,0.0,0.954,acres,41556.24,Lot,FOR_SALE,2022-04-24,Barr and Assoc Real Estate LLC,0
2064122098,https://www.zillow.com/homedetails/2910-W-34th-Ave-Denver-CO-80211/2064122098_zpid/,"2910 W 34th Avenue, Denver, CO 80211",W 34th Avenue,Denver,CO,80211,39.764404,-105.0238,419990.0,1.0,1.0,785.0280373831775,535.0,1042.0,sqft,1042.0,Townhouse,FOR_SALE,2022-04-24,Erwin,0
150224227,https://www.zillow.com/homedetails/1923-N-Campbell-Ave-Springfield-MO-65803/150224227_zpid/,"1923 N Campbell Ave, Springfield, MO 65803",N Campbell Ave,Springfield,MO,65803,37.232918,-93.29383,79000.0,4.0,2.0,37.40530303030303,2112.0,4356.0,sqft,4356.0,Single_Family,FOR_SALE,2022-04-24,Coldwell Banker Lewis & Associates,0
8324113,https://www.zillow.com/homedetails/2538-Pebble-Beach-Loop-Lake-Havasu-City-AZ-86406/8324113_zpid/,"2538 Pebble Beach Loop, Lake Havasu City, AZ 86406",Pebble Beach Loop,Lake Havasu City,AZ,86406,34.4657,-114.30737,486000.0,3.0,2.0,254.3171114599686,1911.0,2222.0,sqft,2222.0,Townhouse,PENDING,2022-04-24,Realty ONE Group Mountain Desert-LH,0
229876155,https://www.zillow.com/homedetails/9536-S-Lost-Horizon-Ct-Hanover-IL-61041/229876155_zpid/,"9536 S Lost Horizon Ct, Hanover, IL 61041",S Lost Horizon Ct,Hanover,IL,61041,42.227764,-90.24205,30000.0,0.0,0.0,0.2049717958808868,0.0,3.36,acres,146361.6,Lot,FOR_SALE,2022-04-24,LandGuys LLC of Illinois,0
13595632,https://www.zillow.com/homedetails/2744-Hearthwood-Ln-Colorado-Springs-CO-80917/13595632_zpid/,"2744 Hearthwood Ln, Colorado Springs, CO 80917",Hearthwood Ln,Colorado Springs,CO,80917,38.87295,-104.756546,249900.0,2.0,1.0,277.35849056603774,901.0,916.0,sqft,916.0,Townhouse,FOR_SALE,2022-04-24,Walston Group Real Estate Inc,0
7542717,https://www.zillow.com/homedetails/2628-N-31st-St-Phoenix-AZ-85008/7542717_zpid/,"2628 N 31st St, Phoenix, AZ 85008",N 31st St,Phoenix,AZ,85008,33.477814,-112.01539,675000.0,4.0,4.0,243.33093006488824,2774.0,5881.0,sqft,5881.0,Single_Family,PENDING,2022-04-24,Russ Lyon Sotheby's International Realty,0
68288134,https://www.zillow.com/homedetails/7112-S-193rd-St-Gretna-NE-68028/68288134_zpid/,"7112 S 193rd St, Gretna, NE 68028",S 193rd St,Gretna,NE,68028,41.188362,-96.21687,510000.0,5.0,3.0,158.23766677009,3223.0,0.25,acres,10890.0,Single_Family,PENDING,2022-04-24,Platinum Realty LLC,0
2072307406,https://www.zillow.com/homedetails/Lbr-13-Buffalo-Ridge-Rd-Stephenville-TX-76401/2072307406_zpid/,"Lbr 13 Buffalo Ridge Rd, Stephenville, TX 76401",Lbr 13 Buffalo Ridge Rd,Stephenville,TX,76401,32.225862,-98.217945,281405.0,0.0,0.0,0.26400367309458217,0.0,24.47,acres,1065913.2,Lot,FOR_SALE,2022-04-24,Unknown,0
